time/fps,time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/value_loss,train/explained_variance,train/entropy_loss,train/approx_kl,train/clip_fraction,train/loss,train/policy_gradient_loss,train/std,train/learning_rate,train/clip_range,train/n_updates
457,1288,72,589824,795.14,408.06630479000006,2.745701576769352,0.8307271003723145,-18.19657658934593,0.028757066,0.29888916015625,0.5816093683242798,-0.039065883808507354,1.1047736406326294,0.0003,0.2,710
459,1301,73,598016,795.91,410.71357787,6.517687273770571,0.8780144453048706,-18.209355694055557,0.014847621,0.1863525390625,1.9481983184814453,-0.035475845498876876,1.1057676076889038,0.0003,0.2,720
461,1314,74,606208,800.95,415.75310923999996,3.547089968621731,0.8948715925216675,-18.229475647211075,0.023564724,0.25377197265625,0.9237083196640015,-0.04133318797576067,1.1065880060195923,0.0003,0.2,730
462,1327,75,614400,803.07,419.53911401,3.730775247886777,0.8105169534683228,-18.24010514616966,0.02708903,0.31363525390625,1.114518165588379,-0.04338837840296037,1.1090748310089111,0.0003,0.2,740
464,1340,76,622592,800.82,420.76660690999995,6.9730001270771025,0.8913047909736633,-18.286300057172774,0.01606261,0.19439697265625,1.9054838418960571,-0.03665846391086234,1.1146899461746216,0.0003,0.2,750
466,1352,77,630784,808.43,426.0630595,7.205092220753431,0.8424484729766846,-18.318926680088044,0.016908448,0.2059326171875,2.5668816566467285,-0.03647648322585155,1.1164740324020386,0.0003,0.2,760
467,1365,78,638976,798.05,422.30569667000003,3.749445542320609,0.8084664344787598,-18.352271753549577,0.030320877,0.303857421875,1.1002171039581299,-0.03919192484609084,1.1204510927200317,0.0003,0.2,770
469,1378,79,647168,797.25,423.65405321,7.273379204422236,0.8335992097854614,-18.399944132566453,0.017736658,0.22584228515625,3.3371219635009766,-0.03206575796211837,1.124690294265747,0.0003,0.2,780
470,1391,80,655360,780.09,416.98554173,6.573302060365677,0.8601778149604797,-18.442220586538316,0.018819083,0.2070556640625,3.4216136932373047,-0.03895546029852994,1.1281636953353882,0.0003,0.2,790
472,1404,81,663552,779.37,418.19326288000013,7.9783717200160025,0.881727933883667,-18.453124225139618,0.015754776,0.1902099609375,2.571779251098633,-0.034849669098184675,1.1281150579452515,0.0003,0.2,800
474,1416,82,671744,793.82,427.1428131,6.384977319091559,0.8829134106636047,-18.491814464330673,0.0228664,0.24871826171875,3.3542420864105225,-0.03767620490834815,1.133344292640686,0.0003,0.2,810
475,1428,83,679936,778.97,420.3342198100001,5.9026068359613415,0.8086206912994385,-18.516686457395554,0.025451483,0.2763427734375,1.7776607275009155,-0.037080920139851516,1.13495671749115,0.0003,0.2,820
477,1441,84,688128,770.48,417.0778903,9.529869800806045,0.8605695962905884,-18.548269337415697,0.019787118,0.23946533203125,3.3579440116882324,-0.036211264837766065,1.138267159461975,0.0003,0.2,830
478,1454,85,696320,771.68,419.44104166000005,5.722492278367281,0.8157405853271484,-18.56171097755432,0.024369266,0.26405029296875,2.6293036937713623,-0.04102478298009373,1.1386806964874268,0.0003,0.2,840
480,1466,86,704512,768.8,418.80411028,4.057959504798054,0.8603076934814453,-18.6025372505188,0.037238132,0.34573974609375,1.001640796661377,-0.040774971778591865,1.1433814764022827,0.0003,0.2,850
481,1480,87,712704,723.52,396.21555186,7.496805956959724,0.857422947883606,-18.639007556438447,0.022321686,0.25977783203125,1.777605652809143,-0.03552081645175349,1.1461981534957886,0.0003,0.2,860
482,1492,88,720896,719.39,394.9954790000001,13.412532758712768,0.9037441611289978,-18.662746608257294,0.016056988,0.2059814453125,5.158209323883057,-0.03867003400664544,1.1496306657791138,0.0003,0.2,870
484,1506,89,729088,715.93,393.78052564999996,9.911115564405918,0.8856093287467957,-18.69867924451828,0.018784214,0.2316162109375,4.639101982116699,-0.03729006180365104,1.1521309614181519,0.0003,0.2,880
485,1518,90,737280,726.96,400.85610446,7.789619871973992,0.8498369455337524,-18.711564588546754,0.024272373,0.28009033203125,2.691500425338745,-0.03812381287862081,1.1533290147781372,0.0003,0.2,890
486,1530,91,745472,723.95,400.7771523899999,3.2588949896395207,0.8526500463485718,-18.75006971359253,0.046016015,0.432666015625,1.7440189123153687,-0.039433685756011985,1.1571060419082642,0.0003,0.2,900
488,1543,92,753664,727.17,404.81501462,5.040857485681772,0.8728750944137573,-18.78005530834198,0.022972126,0.23895263671875,1.4043446779251099,-0.03900130580586847,1.1600606441497803,0.0003,0.2,910
489,1556,93,761856,723.2,402.75274863999994,7.896049722284078,0.8808225393295288,-18.79392901659012,0.016427005,0.20042724609375,4.423927307128906,-0.039629124745260924,1.1608922481536865,0.0003,0.2,920
490,1568,94,770048,727.01,405.96030095000003,6.324277906864881,0.8988797068595886,-18.80650973916054,0.020828668,0.23216552734375,1.4432318210601807,-0.03994059123797342,1.1624594926834106,0.0003,0.2,930
492,1581,95,778240,742.28,416.86315104,6.17443407997489,0.8707709312438965,-18.82626439332962,0.02297316,0.279248046875,2.78299880027771,-0.0376247917964065,1.1641554832458496,0.0003,0.2,940
