fault_type,severity,seed,baseline_vel,recovery_time_s,post_fault_distance_m,post_fault_steps_survived,fell
torque_limit,0.2,25,0.5564837480610468,0.016666666666666666,2.7516576562984025,300,False
torque_limit,0.2,26,0.5564837480610468,0.016666666666666666,0.35463748653508315,70,True
torque_limit,0.2,27,0.5564837480610468,0.016666666666666666,2.357139464221714,300,False
torque_limit,0.2,28,0.5564837480610468,0.016666666666666666,0.5414642144415195,61,True
torque_limit,0.2,29,0.5564837480610468,0.05,0.6255993778792076,83,True
torque_limit,0.2,30,0.5564837480610468,0.016666666666666666,2.694774842695919,300,False
torque_limit,0.2,31,0.5564837480610468,0.016666666666666666,2.7516576562984025,300,False
torque_limit,0.2,32,0.5564837480610468,0.016666666666666666,0.35463748653508315,70,True
torque_limit,0.2,33,0.5564837480610468,0.016666666666666666,0.35463748653508315,70,True
torque_limit,0.2,34,0.5564837480610468,0.016666666666666666,2.357139464221714,300,False
torque_limit,0.2,35,0.5564837480610468,0.016666666666666666,2.694774842695919,300,False
torque_limit,0.2,36,0.5564837480610468,0.016666666666666666,2.5838604021233795,300,False
torque_limit,0.2,37,0.5564837480610468,0.016666666666666666,2.694774842695919,300,False
torque_limit,0.2,38,0.5564837480610468,0.03333333333333333,1.08629254801602,177,True
torque_limit,0.2,39,0.5564837480610468,0.05,0.6255993778792076,83,True
torque_limit,0.2,40,0.5564837480610468,0.016666666666666666,2.7516576562984025,300,False
torque_limit,0.2,41,0.5564837480610468,0.016666666666666666,0.5414642144415195,61,True
torque_limit,0.2,42,0.5564837480610468,0.016666666666666666,2.694774842695919,300,False
torque_limit,0.2,43,0.5564837480610468,0.016666666666666666,2.7516576562984025,300,False
torque_limit,0.2,44,0.5564837480610468,0.016666666666666666,0.4337076529243598,62,True
torque_limit,0.2,45,0.5564837480610468,0.05,0.6255993778792076,83,True
torque_limit,0.2,46,0.5564837480610468,0.016666666666666666,2.7516576562984025,300,False
torque_limit,0.2,47,0.5564837480610468,0.016666666666666666,2.694774842695919,300,False
torque_limit,0.2,48,0.5564837480610468,0.016666666666666666,2.694774842695919,300,False
torque_limit,0.2,49,0.5564837480610468,0.016666666666666666,2.357139464221714,300,False
torque_limit,0.2,50,0.5564837480610468,0.016666666666666666,3.171752951218047,300,False
torque_limit,0.2,51,0.5564837480610468,0.016666666666666666,2.5838604021233795,300,False
torque_limit,0.2,52,0.5564837480610468,0.05,0.6255993778792076,83,True
torque_limit,0.2,53,0.5564837480610468,0.016666666666666666,3.171752951218047,300,False
torque_limit,0.2,54,0.5564837480610468,0.016666666666666666,2.467459894743497,300,False
torque_limit,0.2,55,0.5564837480610468,0.05,0.6255993778792076,83,True
torque_limit,0.2,56,0.5564837480610468,0.016666666666666666,2.5838604021233795,300,False
torque_limit,0.2,57,0.5564837480610468,0.016666666666666666,2.357139464221714,300,False
torque_limit,0.2,58,0.5564837480610468,0.016666666666666666,2.7516576562984025,300,False
torque_limit,0.2,59,0.5564837480610468,0.016666666666666666,3.171752951218047,300,False
torque_limit,0.2,60,0.5564837480610468,0.03333333333333333,1.08629254801602,177,True
torque_limit,0.2,61,0.5564837480610468,0.016666666666666666,1.021341109240585,113,True
torque_limit,0.2,62,0.5564837480610468,0.016666666666666666,1.021341109240585,113,True
torque_limit,0.2,63,0.5564837480610468,0.016666666666666666,1.021341109240585,113,True
torque_limit,0.2,64,0.5564837480610468,0.016666666666666666,2.7516576562984025,300,False
torque_limit,0.2,65,0.5564837480610468,0.03333333333333333,1.08629254801602,177,True
torque_limit,0.2,66,0.5564837480610468,0.05,0.6255993778792076,83,True
torque_limit,0.2,67,0.5564837480610468,0.016666666666666666,3.171752951218047,300,False
torque_limit,0.2,68,0.5564837480610468,0.016666666666666666,1.021341109240585,113,True
torque_limit,0.2,69,0.5564837480610468,0.016666666666666666,2.357139464221714,300,False
torque_limit,0.2,70,0.5564837480610468,0.016666666666666666,0.5414642144415195,61,True
torque_limit,0.2,71,0.5564837480610468,0.05,0.6255993778792076,83,True
torque_limit,0.2,72,0.5564837480610468,0.05,0.6255993778792076,83,True
torque_limit,0.2,73,0.5564837480610468,0.016666666666666666,3.171752951218047,300,False
torque_limit,0.2,74,0.5564837480610468,0.03333333333333333,1.08629254801602,177,True
torque_limit,0.2,75,0.5564837480610468,0.016666666666666666,0.5414642144415195,61,True
