time/iterations,time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/value_loss,train/n_updates,train/learning_rate,train/loss,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/std,train/clip_fraction,train/clip_range,train/approx_kl
135,1105920,40,702.57,27548,426.2028285,7.3990648161619905,1340,0.0003,3.501152515411377,0.7815114259719849,-20.72506254315376,-0.035981643880222694,1.3681493997573853,0.26160888671875,0.2,0.025514744
136,1114112,40,682.5,27560,413.77575838999996,10.198518590629101,1350,0.0003,4.248854160308838,0.8793797492980957,-20.76332664489746,-0.03500948384316871,1.3691118955612183,0.20247802734375,0.2,0.015002297
137,1122304,40,665.62,27572,402.66029581000004,12.797114165872335,1360,0.0003,6.084995269775391,0.8707146048545837,-20.784137362241744,-0.035344896709284514,1.371674656867981,0.183349609375,0.2,0.014769352
138,1130496,40,661.08,27584,400.9998834099999,10.174630251526832,1370,0.0003,2.640089750289917,0.8843095898628235,-20.81306044459343,-0.03529462641563441,1.3756147623062134,0.21185302734375,0.2,0.019250518
139,1138688,41,684.25,27597,415.77901283000006,9.76366402208805,1380,0.0003,6.404628276824951,0.8676260709762573,-20.852494966983794,-0.035398441377765266,1.3799524307250977,0.24649658203125,0.2,0.020552818
140,1146880,41,690.97,27609,419.96593518000003,5.266681728884578,1390,0.0003,0.9307948350906372,0.8073137998580933,-20.931154972314836,-0.031217405150528066,1.3916977643966675,0.436865234375,0.2,0.040261842
141,1155072,41,697.71,27621,423.96793326000005,12.944307452440261,1400,0.0003,5.518082141876221,0.8709957599639893,-20.979601979255676,-0.03322938895289553,1.394992470741272,0.1761962890625,0.2,0.015080675
142,1163264,42,694.93,27634,422.47729456999986,11.793969622254371,1410,0.0003,4.541835784912109,0.8797861933708191,-21.01351202726364,-0.03505893829860725,1.399472713470459,0.18250732421875,0.2,0.015362188
143,1171456,42,681.91,27647,414.0731234299999,25.38877448439598,1420,0.0003,13.071495056152344,0.8611404895782471,-21.06033411026001,-0.03778483407513704,1.4055261611938477,0.1813232421875,0.2,0.0151269
144,1179648,42,679.51,27660,412.82126244000005,11.175632391870021,1430,0.0003,4.511569023132324,0.7918490171432495,-21.103499394655227,-0.03602478461325518,1.4099370241165161,0.21614990234375,0.2,0.018468082
145,1187840,42,678.86,27673,411.48283139,15.66113809645176,1440,0.0003,3.5095269680023193,0.8617181181907654,-21.143415409326554,-0.036276427596021676,1.4148763418197632,0.1868896484375,0.2,0.015214862
146,1196032,43,673.4,27685,407.7135158499999,15.166820511966943,1450,0.0003,8.17456340789795,0.8584846258163452,-21.192270869016646,-0.038259371816639035,1.4214715957641602,0.2145751953125,0.2,0.01942879
147,1204224,43,663.56,27698,401.08900572000016,8.205210884660483,1460,0.0003,2.473267078399658,0.8535692691802979,-21.26517007946968,-0.038893594549153934,1.4298175573349,0.31778564453125,0.2,0.028149014
148,1212416,43,674.96,27710,408.47463788999994,7.579704733937978,1470,0.0003,1.4114453792572021,0.8075019121170044,-21.301396065950392,-0.038208219300213384,1.4337533712387085,0.30947265625,0.2,0.029183377
149,1220608,44,696.1,27723,421.96719389,8.130647215247155,1480,0.0003,1.9328099489212036,0.8619639873504639,-21.369056117534637,-0.035386005855980326,1.442909598350525,0.28914794921875,0.2,0.025231425
150,1228800,44,725.45,27735,440.84493105999985,5.950369835644961,1490,0.0003,2.0966246128082275,0.8516919016838074,-21.43271775841713,-0.035972608855809086,1.4490629434585571,0.38624267578125,0.2,0.036569916
151,1236992,44,765.68,27748,466.68680863000003,7.454973620921374,1500,0.0003,2.054614305496216,0.8691667318344116,-21.488086795806886,-0.03498988072533393,1.4563722610473633,0.24183349609375,0.2,0.022225711
152,1245184,44,766.92,27760,467.3168464,4.281631472706795,1510,0.0003,1.406132459640503,0.7988803386688232,-21.539468860626222,-0.03351270042403485,1.4637740850448608,0.36552734375,0.2,0.038686603
153,1253376,45,789.61,27773,482.37302831,9.973732712864877,1520,0.0003,4.118985652923584,0.8717465996742249,-21.603246867656708,-0.03300972860888578,1.4701908826828003,0.23677978515625,0.2,0.018252729
154,1261568,45,783.88,27785,478.61494760999994,6.6152691803872585,1530,0.0003,1.3738476037979126,0.8316863179206848,-21.65299074649811,-0.037527737475465985,1.4784694910049438,0.2500732421875,0.2,0.021880906
155,1269760,45,770.9,27799,470.5063896500001,18.013728684186937,1540,0.0003,7.6307148933410645,0.8865292072296143,-21.709025430679322,-0.03525167202533339,1.4840790033340454,0.1746826171875,0.2,0.014425749
156,1277952,45,786.19,27812,479.8988797000001,10.411986489593982,1550,0.0003,2.255241870880127,0.8523581624031067,-21.748335498571397,-0.03282769717334304,1.4879111051559448,0.22474365234375,0.2,0.01829074
157,1286144,46,779.56,27823,476.6466188399999,8.619630412012338,1560,0.0003,2.476184606552124,0.8603870272636414,-21.8008094727993,-0.036005707499498385,1.4974288940429688,0.2746826171875,0.2,0.024313778
158,1294336,46,786.97,27836,480.89801637,7.211956380307674,1570,0.0003,2.3082714080810547,0.8352363109588623,-21.877736884355546,-0.03249031100094726,1.5057611465454102,0.33551025390625,0.2,0.031747483
159,1302528,46,766.29,27848,469.05550211,7.447997685149312,1580,0.0003,1.6862502098083496,0.8719373345375061,-21.924090337753295,-0.0366352311517403,1.5126227140426636,0.256884765625,0.2,0.02244122
160,1310720,47,769.41,27863,470.28448889,11.80465329810977,1590,0.0003,2.8668315410614014,0.8856325745582581,-22.002202701568603,-0.03557700026431121,1.5214085578918457,0.23597412109375,0.2,0.019167684
161,1318912,47,767.85,27886,469.44764481000004,8.30323934853077,1600,0.0003,3.0219414234161377,0.7874183058738708,-22.04932537674904,-0.0344979262787092,1.527359127998352,0.2422607421875,0.2,0.021816498
162,1327104,47,738.83,27910,450.22406469999993,9.251976777613162,1610,0.0003,3.541722297668457,0.8079758286476135,-22.102713614702225,-0.040144963010970966,1.5351848602294922,0.3095947265625,0.2,0.032303292
163,1335296,47,765.07,27932,467.78133224000004,8.907001543045045,1620,0.0003,2.202845335006714,0.9017002582550049,-22.16552408337593,-0.03888590790156741,1.5424219369888306,0.25650634765625,0.2,0.02097251
164,1343488,48,768.03,27954,469.35964677,5.234860936552286,1630,0.0003,1.566403865814209,0.8181414604187012,-22.20152092576027,-0.039639367309428054,1.548486351966858,0.34100341796875,0.2,0.03605792
165,1351680,48,779.63,27977,477.30540432999993,4.066472098603844,1640,0.0003,3.5723800659179688,0.8196908235549927,-22.247505980730057,-0.0314649226696929,1.5545238256454468,0.41065673828125,0.2,0.04090587
166,1359872,48,755.02,28005,463.10296751999994,10.734539403766394,1650,0.0003,2.9068057537078857,0.8756464123725891,-22.297450184822083,-0.03352626702762791,1.5595394372940063,0.23648681640625,0.2,0.016684702
167,1368064,48,743.91,28028,456.38632521,11.170734632760286,1660,0.0003,2.010998487472534,0.8916975855827332,-22.339416164159775,-0.03371835826546885,1.565056324005127,0.17593994140625,0.2,0.0155233415
168,1376256,49,749.72,28054,460.05431662999996,6.622404455021024,1670,0.0003,1.939502239227295,0.9036020636558533,-22.38651123046875,-0.033389066314703085,1.5682505369186401,0.26827392578125,0.2,0.023088379
169,1384448,49,736.95,28067,451.94256921,11.379125218093396,1680,0.0003,4.059693813323975,0.8727521896362305,-22.418359142541885,-0.03791283208993264,1.5758994817733765,0.21612548828125,0.2,0.02061582
170,1392640,49,739.84,28079,453.81481618000004,9.132869480550289,1690,0.0003,2.30049991607666,0.8741890788078308,-22.45996051430702,-0.038712083848804466,1.5804386138916016,0.22099609375,0.2,0.019357014
171,1400832,49,766.25,28091,470.9903584000001,5.479863554611802,1700,0.0003,2.002488851547241,0.9019976854324341,-22.521668475866317,-0.03683863045880571,1.5887211561203003,0.392236328125,0.2,0.03987253
172,1409024,50,755.82,28103,464.45701541999995,5.811799501255154,1710,0.0003,1.4921388626098633,0.8898441195487976,-22.54152969121933,-0.0395844084872806,1.5881285667419434,0.24132080078125,0.2,0.021189936
173,1417216,50,710.79,28116,435.19238585,10.06110134497285,1720,0.0003,1.4711804389953613,0.8446287512779236,-22.572612714767455,-0.026960388005682033,1.5944876670837402,0.2955810546875,0.2,0.032305602
174,1425408,50,715.51,28128,438.34206363,12.903894279897212,1730,0.0003,3.533273458480835,0.8761334419250488,-22.60184131860733,-0.034734323468001094,1.5979598760604858,0.1838623046875,0.2,0.015176648
175,1433600,50,730.89,28140,446.7049388100001,8.457149439305066,1740,0.0003,4.2559404373168945,0.8480912446975708,-22.657494252920152,-0.036118037004052896,1.6082324981689453,0.305224609375,0.2,0.02875821
176,1441792,51,724.31,28152,442.51680312999997,10.070358790457249,1750,0.0003,3.2200584411621094,0.8106324672698975,-22.722515177726745,-0.037717017519753426,1.6154013872146606,0.22747802734375,0.2,0.020402929
177,1449984,51,735.38,28164,450.23834055,10.089527055621147,1760,0.0003,3.7785580158233643,0.8658092617988586,-22.743104231357574,-0.03463754233380314,1.617016315460205,0.24542236328125,0.2,0.020942045
178,1458176,51,732.44,28176,448.5518340900001,7.233196195214987,1770,0.0003,1.9567265510559082,0.8509294986724854,-22.80305102467537,-0.03586492813410587,1.6260156631469727,0.3101806640625,0.2,0.031036586
179,1466368,52,733.18,28188,449.16048164000006,9.403946416079998,1780,0.0003,2.221923351287842,0.8618340492248535,-22.844474923610687,-0.037564621942146915,1.6303921937942505,0.22972412109375,0.2,0.019245034
180,1474560,52,720.73,28200,441.28024165000005,8.599372952431441,1790,0.0003,0.9818821549415588,0.8481694459915161,-22.875315308570862,-0.039494354317139366,1.6353329420089722,0.28414306640625,0.2,0.025503684
181,1482752,52,726.4,28212,444.98371890000004,6.902558751404285,1800,0.0003,2.861224889755249,0.912544310092926,-22.88687131404877,-0.03645696178064099,1.635532259941101,0.27412109375,0.2,0.021799427
182,1490944,52,745.0,28224,458.43917243000004,15.26966562718153,1810,0.0003,3.1536712646484375,0.8269500732421875,-22.91649979352951,-0.034572110963927115,1.640537142753601,0.211376953125,0.2,0.01758724
183,1499136,53,754.02,28236,465.3331862200001,6.62460447922349,1820,0.0003,2.7853565216064453,0.8349869847297668,-22.96877878308296,-0.03496907909793663,1.6490362882614136,0.32398681640625,0.2,0.030164149
184,1507328,53,768.64,28248,475.13005436,6.283312422037125,1830,0.0003,0.9721006155014038,0.8627517819404602,-23.026979321241377,-0.03565827940910822,1.6567085981369019,0.32120361328125,0.2,0.029299434
