time/total_timesteps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/entropy_loss,train/loss,train/explained_variance,train/clip_range,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/clip_fraction,train/value_loss,train/std
1048576,768.39,128,460.17694069,3177,329,-20.21111410856247,1.0652203559875488,0.8669962286949158,0.2,1270,-0.0370296282817435,0.04033602,0.0003,0.418994140625,3.8062088415026665,1.308172345161438
1056768,771.14,129,463.1634753300001,3200,330,-20.240932297706603,2.245265007019043,0.8753927946090698,0.2,1280,-0.03479300949438766,0.03886657,0.0003,0.3760009765625,3.3293640192598106,1.3135899305343628
1064960,743.77,130,445.68675959000007,3225,330,-20.3050679564476,1.224348783493042,0.8580938577651978,0.2,1290,-0.036127500191105354,0.030560337,0.0003,0.314208984375,4.656773473322391,1.3183274269104004
1073152,737.06,131,441.9128192999999,3247,330,-20.33448796272278,4.499679088592529,0.8506079316139221,0.2,1300,-0.033976538412389345,0.014422332,0.0003,0.1652587890625,14.274596878886223,1.3226650953292847
1081344,730.89,132,439.13702434,3268,330,-20.374354082345963,5.289605140686035,0.8631891012191772,0.2,1310,-0.03800554650952108,0.021591935,0.0003,0.2331298828125,8.243051583319902,1.3263269662857056
1089536,737.23,133,444.42619516999997,3289,331,-20.416185545921326,6.144060134887695,0.8791123628616333,0.2,1320,-0.03759364191064378,0.016515534,0.0003,0.1970458984375,13.282444113492966,1.3318977355957031
1097728,741.75,134,447.3650839699999,3316,331,-20.4790418446064,1.0440876483917236,0.8522816300392151,0.2,1330,-0.03853296629458782,0.036106013,0.0003,0.34051513671875,5.130580524355173,1.3392592668533325
1105920,727.97,135,439.08647967999997,3339,331,-20.508249634504317,2.5252323150634766,0.8589451313018799,0.2,1340,-0.039504585080430844,0.02392865,0.0003,0.27109375,7.804266148805619,1.3397220373153687
1114112,721.35,136,434.54362781999987,3361,331,-20.520078933238985,3.361847162246704,0.8640441298484802,0.2,1350,-0.03902259165333817,0.018276917,0.0003,0.2311279296875,11.870261393487453,1.3423771858215332
1122304,721.54,137,434.21383211,3382,331,-20.559150409698486,0.8678586483001709,0.8548344373703003,0.2,1360,-0.04044942468972294,0.042238314,0.0003,0.38924560546875,3.2436529010534287,1.3485559225082397
1130496,729.92,138,440.02131431000004,3405,331,-20.600248330831526,0.6025056838989258,0.8995163440704346,0.2,1370,-0.03706485216607689,0.037577346,0.0003,0.33609619140625,4.371087238565087,1.351094365119934
1138688,748.72,139,452.83210936,3430,331,-20.635409539937974,2.538322925567627,0.8957529067993164,0.2,1380,-0.03596981761365896,0.021659946,0.0003,0.25477294921875,5.373503441736102,1.3551563024520874
1146880,765.58,140,464.7130361900001,3451,332,-20.684792292118072,2.181438446044922,0.7979534864425659,0.2,1390,-0.03242801832820987,0.025079528,0.0003,0.2749755859375,6.742155819386244,1.3619285821914673
1155072,792.58,141,481.44332422,3472,332,-20.745690959692002,0.5276575088500977,0.8021954298019409,0.2,1400,-0.028129607577284332,0.04058768,0.0003,0.425341796875,5.526057753711939,1.3674317598342896
1163264,818.39,142,498.34866333999986,3494,332,-20.783858865499496,2.8044164180755615,0.9121500253677368,0.2,1410,-0.03551677315190318,0.018787824,0.0003,0.21339111328125,5.979710309207439,1.373208999633789
1171456,830.25,143,505.7217348800001,3515,333,-20.84577581882477,1.4063396453857422,0.8406965136528015,0.2,1420,-0.036654210797860284,0.03728746,0.0003,0.3367431640625,3.5152655351907014,1.381388783454895
1179648,827.32,144,504.80847938000005,3536,333,-20.952982676029205,0.3884543776512146,-0.08688318729400635,0.2,1430,-0.04900223561307939,0.066027135,0.0003,0.50916748046875,1.5828699063509704,1.3931517601013184
1187840,832.0,145,509.366237,3560,333,-21.00255843400955,2.867497444152832,0.8330949544906616,0.2,1440,-0.026199128171720078,0.012132221,0.0003,0.16302490234375,4.813374135270715,1.3988991975784302
1196032,824.16,146,505.73403062000006,3584,333,-21.03832951784134,3.1151154041290283,0.9013545513153076,0.2,1450,-0.02898540538553789,0.01082357,0.0003,0.11234130859375,8.036086586117744,1.402409553527832
1204224,823.58,147,506.27927575,3606,333,-21.067071437835693,6.646454334259033,0.8650257587432861,0.2,1460,-0.029447634721145734,0.012265514,0.0003,0.1277587890625,7.8373687721788885,1.4056205749511719
1212416,821.22,148,505.25330936,3628,334,-21.08190335035324,7.652594566345215,0.8136710524559021,0.2,1470,-0.027711116085993127,0.0117607005,0.0003,0.14173583984375,13.332833395898342,1.406298041343689
1220608,831.35,149,511.92816171000004,3651,334,-21.097270327806473,1.8447173833847046,0.8442590832710266,0.2,1480,-0.02980894986540079,0.017044544,0.0003,0.20074462890625,6.981328169256448,1.4099148511886597
1228800,827.81,150,510.10765702,3673,334,-21.15574023127556,2.934359073638916,0.8668112754821777,0.2,1490,-0.034326542426424564,0.03857179,0.0003,0.3691650390625,4.034596050158143,1.4179435968399048
1236992,832.09,151,513.84067004,3695,334,-21.200416547060012,1.5522935390472412,0.8562396764755249,0.2,1500,-0.02948527780463337,0.024006136,0.0003,0.26302490234375,5.0504458479583265,1.4218968152999878
1245184,822.38,152,508.2568410300001,3715,335,-21.25488484501839,5.5412492752075195,0.8498650789260864,0.2,1510,-0.03234130490782263,0.019708987,0.0003,0.21944580078125,5.622656048089266,1.4287524223327637
1253376,807.39,153,499.01082914,3744,334,-21.312675482034685,0.5220760703086853,0.8140938878059387,0.2,1520,-0.0333712967178144,0.033211157,0.0003,0.32562255859375,3.495049099251628,1.4383773803710938
1261568,797.65,154,492.64989772,3767,334,-21.388382685184478,2.148242950439453,0.7958114743232727,0.2,1530,-0.027357354533160107,0.020709105,0.0003,0.22215576171875,7.674781304225325,1.444480538368225
1269760,823.3,155,508.90173889000005,3790,335,-21.418484634160997,1.8275911808013916,0.8497558236122131,0.2,1540,-0.03099111285955587,0.016236503,0.0003,0.19332275390625,8.823754817992448,1.4473528861999512
1277952,834.98,156,516.64498439,3813,335,-21.444852870702743,1.467057228088379,0.7740798592567444,0.2,1550,-0.026936329645832303,0.033779997,0.0003,0.32794189453125,4.422517490386963,1.451438307762146
1286144,828.37,157,511.68905418,3834,335,-21.508075547218322,0.7338278293609619,0.8298449516296387,0.2,1560,-0.02950343595184677,0.04662802,0.0003,0.3981689453125,3.52898032926023,1.460539698600769
1294336,824.44,158,509.14403229000004,3858,335,-21.54057730436325,2.8029677867889404,0.8836702108383179,0.2,1570,-0.028738248314039084,0.013658593,0.0003,0.1854736328125,7.2675292901694775,1.4619131088256836
1302528,824.34,159,509.3819247200001,3881,335,-21.56865097284317,3.5911643505096436,0.8657901883125305,0.2,1580,-0.029170285795407834,0.02228874,0.0003,0.25137939453125,6.50694725625217,1.4646834135055542
1310720,821.68,160,508.53826283999996,3902,335,-21.595116746425628,2.6386616230010986,0.645298957824707,0.2,1590,-0.03445587044261629,0.02812514,0.0003,0.3037841796875,4.650754126533866,1.4691344499588013
1318912,812.12,161,501.74007933,3924,336,-21.631792241334914,2.0708811283111572,0.8683472871780396,0.2,1600,-0.03367914041446056,0.023496348,0.0003,0.24752197265625,5.389418071508407,1.4734634160995483
1327104,808.02,162,499.1850452199999,3945,336,-21.657665580511093,3.7826967239379883,0.860434889793396,0.2,1610,-0.02984545293147676,0.0148105975,0.0003,0.1627197265625,7.91019332036376,1.4767885208129883
1335296,798.37,163,493.22547784,3968,336,-21.701609671115875,3.599409341812134,0.8980509042739868,0.2,1620,-0.031578608074778455,0.015453606,0.0003,0.1783203125,8.245282934233547,1.4829391241073608
1343488,810.29,164,500.67816884000007,3989,336,-21.76274045705795,3.919767141342163,0.882855236530304,0.2,1630,-0.03479223543399712,0.017885393,0.0003,0.20667724609375,8.618308624625206,1.491250991821289
1351680,804.1,165,496.4151079,4010,337,-21.79755442738533,2.2918524742126465,0.8044781684875488,0.2,1640,-0.03173665412505215,0.03208849,0.0003,0.301416015625,6.547337517887354,1.4937363862991333
1359872,804.75,166,497.41465719000007,4033,337,-21.85034853219986,0.5861507654190063,0.8965660333633423,0.2,1650,-0.03609257349089603,0.047309898,0.0003,0.417919921875,2.645933198183775,1.5034102201461792
1368064,807.88,167,499.75958293,4058,337,-21.91565021276474,1.1123747825622559,0.8457703590393066,0.2,1660,-0.02997827044018777,0.020807683,0.0003,0.2355712890625,6.721050510555505,1.5084069967269897
1376256,803.13,168,496.19497479999995,4084,336,-21.936917489767076,4.948163032531738,0.8474420309066772,0.2,1670,-0.028083502456502173,0.013733776,0.0003,0.1752685546875,9.066917135566474,1.5118881464004517
1384448,781.71,169,482.16304665999996,4110,336,-21.967563092708588,9.189901351928711,0.8255535364151001,0.2,1680,-0.03159618844365468,0.015440216,0.0003,0.17745361328125,13.530815628170966,1.515672206878662
1392640,782.54,170,483.34657439,4137,336,-21.99077969789505,1.9925636053085327,0.8700287938117981,0.2,1690,-0.035271674210525815,0.015496129,0.0003,0.17105712890625,12.18106376454234,1.5179109573364258
1400832,755.13,171,465.59075294999985,4163,336,-22.019795525074006,2.1163690090179443,0.874559760093689,0.2,1700,-0.0346841379912803,0.017431872,0.0003,0.196337890625,10.706910248100758,1.5229054689407349
1409024,773.89,172,477.88744234999996,4187,336,-22.062546926736832,9.07616138458252,0.8493731021881104,0.2,1710,-0.032173454883741216,0.017024675,0.0003,0.18890380859375,13.38516798093915,1.5278431177139282
1417216,797.32,173,493.62080917,4208,336,-22.101358944177626,3.193488597869873,0.7795469164848328,0.2,1720,-0.0348056092261686,0.04311526,0.0003,0.346044921875,6.097384297847748,1.5343233346939087
1425408,800.02,174,495.9795958,4229,337,-22.168978148698805,0.14997029304504395,0.2722805142402649,0.2,1730,-0.051381509908969746,0.0707224,0.0003,0.555078125,1.1630328189581634,1.5421301126480103
1433600,801.03,175,496.23387477000006,4252,337,-22.21937933564186,0.6814303398132324,0.8436006903648376,0.2,1740,-0.029981945647159593,0.02547209,0.0003,0.26392822265625,2.465376602858305,1.5476412773132324
1441792,817.46,176,507.68610386,4274,337,-22.244387632608415,2.170487880706787,0.8631949424743652,0.2,1750,-0.029571972089979682,0.020395808,0.0003,0.2323486328125,3.755078487098217,1.5509544610977173
1449984,828.9,177,515.20655729,4293,337,-22.279554718732832,0.05796179175376892,0.7843343019485474,0.2,1760,-0.030507697031498537,0.04761012,0.0003,0.4249267578125,2.7378703242167832,1.5545873641967773
1458176,842.01,178,524.4094376600001,4316,337,-22.289670914411545,0.8758231401443481,0.8571695685386658,0.2,1770,-0.02312806066838675,0.01131551,0.0003,0.180078125,6.4050967413932085,1.5561375617980957
1466368,847.1,179,528.23137327,4339,337,-22.313098150491715,0.7137260437011719,0.869909942150116,0.2,1780,-0.024537873845838477,0.015073344,0.0003,0.187060546875,3.831142303906381,1.5603156089782715
1474560,851.7,180,531.0388099899999,4365,337,-22.347351890802383,3.889878273010254,0.8163508772850037,0.2,1790,-0.023626543813588797,0.010013284,0.0003,0.10682373046875,11.716045429557562,1.5655440092086792
1482752,883.5,181,552.49927986,4386,337,-22.38076223731041,3.3423690795898438,0.8146275281906128,0.2,1800,-0.024681692165177082,0.016571976,0.0003,0.17711181640625,8.771265068277717,1.5676339864730835
1490944,907.99,182,569.2733665000001,4407,338,-22.40323699116707,1.7506060600280762,0.5238096714019775,0.2,1810,-0.026498221239307895,0.025445217,0.0003,0.22607421875,4.147328122518957,1.572632908821106
1499136,903.6,183,566.5579639499999,4429,338,-22.502258867025375,0.17739182710647583,-0.10467207431793213,0.2,1820,-0.035029025505355096,0.06044099,0.0003,0.48056640625,1.3525217156857252,1.5868457555770874
1507328,865.91,184,541.7054167,4452,338,-22.555686950683594,0.20709550380706787,0.8088499307632446,0.2,1830,-0.025568606005981563,0.022988558,0.0003,0.2508056640625,3.0066748302429915,1.593337059020996
