rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/clip_fraction,train/policy_gradient_loss,train/loss,train/clip_range,train/std,train/learning_rate,train/value_loss,train/n_updates,train/entropy_loss,train/explained_variance,train/approx_kl
822.21,492.51565507,1048576,3406,307,128,0.18836669921875,-0.026459914536826546,0.5847826600074768,0.2,1.3142801523208618,0.0003,3.7152587804943322,1270,-20.262923890352248,0.7940846681594849,0.015869942
842.49,506.26546948000004,1056768,3425,308,129,0.15535888671875,-0.02642955585397431,1.1020236015319824,0.2,1.3193854093551636,0.0003,4.274691661819816,1280,-20.32085207104683,0.7874156832695007,0.014248781
821.71,494.5890321299999,1064960,3447,308,130,0.26680908203125,-0.03227968147039064,0.3170776963233948,0.2,1.3206995725631714,0.0003,3.18315348289907,1290,-20.343606066703796,0.8113603591918945,0.02633885
836.43,504.9115144300001,1073152,3469,309,131,0.234716796875,-0.03356627059438324,0.5336513519287109,0.2,1.323980450630188,0.0003,2.4443122521042824,1300,-20.367361015081407,0.8908663988113403,0.02293504
846.86,512.6319222,1081344,3491,309,132,0.240576171875,-0.03217560176126426,0.6177917718887329,0.2,1.325912356376648,0.0003,3.392361194640398,1310,-20.391516470909117,0.8013197183609009,0.020934857
829.35,501.62961855000003,1089536,3517,309,133,0.30059814453125,-0.031666806381690546,0.6681302785873413,0.2,1.3242427110671997,0.0003,3.1247485268861057,1320,-20.398030352592468,0.7978491187095642,0.030825768
826.49,499.44989219,1097728,3537,310,134,0.10589599609375,-0.025290425203274937,2.461060047149658,0.2,1.326462984085083,0.0003,13.901300962269307,1330,-20.392143487930298,0.843950092792511,0.009641986
799.24,482.6613068799999,1105920,3559,310,135,0.1841796875,-0.03088245928156539,1.851946473121643,0.2,1.3277956247329712,0.0003,4.7038295164704325,1340,-20.414740097522735,0.818026065826416,0.017563198
776.29,468.7841068299999,1114112,3582,310,136,0.15556640625,-0.031564605260791724,5.142858028411865,0.2,1.3317962884902954,0.0003,7.6645789965987206,1350,-20.439361917972565,0.8723591566085815,0.013513282
786.37,475.95909915,1122304,3603,311,137,0.1720947265625,-0.03262595633932506,2.2744808197021484,0.2,1.3362398147583008,0.0003,6.956550840288401,1360,-20.478934168815613,0.9145985841751099,0.01542641
788.7,478.50479728,1130496,3624,311,138,0.34195556640625,-0.03274601984376204,1.3646117448806763,0.2,1.3373039960861206,0.0003,3.378132352605462,1370,-20.492583441734315,0.8314395546913147,0.033491187
795.78,483.56504851000005,1138688,3645,312,139,0.25421142578125,-0.03532689329294954,1.1914622783660889,0.2,1.3398412466049194,0.0003,4.601172481849789,1380,-20.5168541431427,0.7627965807914734,0.02722805
787.01,478.03330403000007,1146880,3666,312,140,0.262353515625,-0.03458125030156225,1.542227029800415,0.2,1.3430404663085938,0.0003,4.3341513652354475,1390,-20.542229849100114,0.8554455041885376,0.025144078
768.45,466.84538341,1155072,3687,313,141,0.2303466796875,-0.03311105699758628,2.9135167598724365,0.2,1.3485757112503052,0.0003,6.271804390102625,1400,-20.57938362956047,0.86138516664505,0.021194007
788.29,479.3986676100001,1163264,3707,313,142,0.20240478515625,-0.033709491004992743,5.088330268859863,0.2,1.3537192344665527,0.0003,7.821217812597752,1410,-20.63096865415573,0.8794149160385132,0.017830964
798.73,487.33056845,1171456,3727,314,143,0.3599609375,-0.028640534857549936,2.5135467052459717,0.2,1.359631896018982,0.0003,4.059440887719393,1420,-20.682083201408386,0.8673911094665527,0.0313555
817.96,499.79939261999994,1179648,3749,314,144,0.18885498046875,-0.031310431247402445,2.8907086849212646,0.2,1.364791989326477,0.0003,8.797344991564751,1430,-20.721351909637452,0.8809891939163208,0.015688274
845.61,517.32768267,1187840,3772,314,145,0.3769287109375,-0.031779382725289906,2.1312501430511475,0.2,1.3736375570297241,0.0003,6.36986588947475,1440,-20.78330317735672,0.7684099674224854,0.043224357
859.03,526.0102554800001,1196032,3793,315,146,0.40076904296875,-0.027602199112516247,0.3348514437675476,0.2,1.3823437690734863,0.0003,2.6793574821203947,1450,-20.870127177238466,0.8185153007507324,0.04379581
863.2,529.03388301,1204224,3816,315,147,0.4667724609375,-0.040363634482491764,0.38613420724868774,0.2,1.388158917427063,0.0003,1.4387560551986098,1460,-20.943292742967607,0.5102119445800781,0.05332099
862.85,528.92531316,1212416,3837,315,148,0.2412841796875,-0.030055510460806546,2.051367998123169,0.2,1.389199137687683,0.0003,3.7286442991346123,1470,-20.956468921899795,0.8796009421348572,0.022440787
860.27,527.43709677,1220608,3858,316,149,0.35191650390625,-0.03701087028603069,0.3466741740703583,0.2,1.3944453001022339,0.0003,2.224663957953453,1480,-20.986544120311738,0.8654357194900513,0.043340724
851.37,522.46094763,1228800,3878,316,150,0.3882568359375,-0.037793917069211605,0.5099521279335022,0.2,1.397191047668457,0.0003,1.4723504733294248,1490,-21.0156650185585,0.9244828224182129,0.042077452
842.0,516.6820766599999,1236992,3898,317,151,0.12779541015625,-0.025604929543624165,1.5692826509475708,0.2,1.4000729322433472,0.0003,7.30638686940074,1500,-21.03917697072029,0.8514129519462585,0.010752293
843.79,518.63742107,1245184,3918,317,152,0.10975341796875,-0.025992975696135547,6.667111396789551,0.2,1.4027786254882812,0.0003,11.080967773497104,1510,-21.06461736559868,0.8568610548973083,0.010398007
852.58,525.2569134,1253376,3938,318,153,0.158642578125,-0.02957682655978715,1.6423016786575317,0.2,1.4095335006713867,0.0003,5.413950579240918,1520,-21.110083109140398,0.8864599466323853,0.015305543
835.63,515.59769345,1261568,3959,318,154,0.4513427734375,-0.04418452400423121,0.21021482348442078,0.2,1.4162640571594238,0.0003,1.2725517822429537,1530,-21.17698034644127,-0.0938647985458374,0.05264327
813.39,502.29619393999997,1269760,3979,319,155,0.1392822265625,-0.022445489899109817,2.8112118244171143,0.2,1.4183639287948608,0.0003,5.867256572842598,1540,-21.1981732070446,0.8809571862220764,0.00971181
815.18,504.49485988,1277952,3991,320,156,0.093408203125,-0.02441436794397305,6.813434600830078,0.2,1.4215337038040161,0.0003,9.260839507728814,1550,-21.22235255241394,0.8810849189758301,0.009666423
809.35,501.43647821999997,1286144,4003,321,157,0.27923583984375,-0.03066803697802243,3.5430195331573486,0.2,1.4257131814956665,0.0003,4.253056042268872,1560,-21.247711032629013,0.8662947416305542,0.032124132
794.92,492.22417455999994,1294336,4015,322,158,0.15445556640625,-0.028253755830519367,2.1767592430114746,0.2,1.426993489265442,0.0003,6.6496936656534675,1570,-21.278752398490905,0.8785406351089478,0.012061311
800.13,495.9180199,1302528,4028,323,159,0.16956787109375,-0.028305523462040582,2.0406274795532227,0.2,1.4311450719833374,0.0003,6.571786887943745,1580,-21.30493759512901,0.8385887742042542,0.014818206
818.66,509.0312769,1310720,4041,324,160,0.19368896484375,-0.02958790543998475,2.8798346519470215,0.2,1.4345546960830688,0.0003,5.267729957029223,1590,-21.335087752342226,0.815288782119751,0.022682361
828.49,515.5660619,1318912,4053,325,161,0.446533203125,-0.031558229188522094,0.671903133392334,0.2,1.4496498107910156,0.0003,1.9771120496094228,1600,-21.413778525590896,0.08196192979812622,0.052684627
830.96,517.1615991699999,1327104,4065,326,162,0.1412841796875,-0.02469048810598906,0.6667649745941162,0.2,1.4533511400222778,0.0003,6.212915646284818,1610,-21.487970942258833,0.8254618048667908,0.010558099
813.89,505.67222264999987,1335296,4077,327,163,0.15731201171875,-0.02795111883242498,1.731703281402588,0.2,1.4554463624954224,0.0003,5.149614691734314,1620,-21.51136645078659,0.888903796672821,0.013951546
832.36,517.5242885,1343488,4090,328,164,0.14254150390625,-0.030264169996371493,2.4161055088043213,0.2,1.4583725929260254,0.0003,6.113999842852354,1630,-21.533773177862166,0.8713459968566895,0.01273874
845.0,526.68490879,1351680,4102,329,165,0.34039306640625,-0.03519977610485512,2.102553367614746,0.2,1.4651485681533813,0.0003,3.4507860954850913,1640,-21.5664626121521,0.7676689028739929,0.042416453
867.04,541.9893452399999,1359872,4114,330,166,0.44356689453125,-0.033577825168322306,0.2512354254722595,0.2,1.4717192649841309,0.0003,1.7097502687945962,1650,-21.649338644742965,0.8839904069900513,0.05588226
848.21,530.0594776999999,1368064,4126,331,167,0.41727294921875,-0.03161458987669903,0.2622327208518982,0.2,1.4791250228881836,0.0003,1.3606931384652854,1660,-21.692559897899628,0.8335933685302734,0.048907842
835.15,522.26335291,1376256,4139,332,168,0.1211669921875,-0.01920838280202588,2.2433183193206787,0.2,1.4808276891708374,0.0003,9.551079504191875,1670,-21.72227853536606,0.8285532593727112,0.00851417
860.54,538.3299126200001,1384448,4151,333,169,0.09129638671875,-0.024495542301156092,3.13614559173584,0.2,1.484703540802002,0.0003,15.044612471759319,1680,-21.744807887077332,0.8673117160797119,0.009051869
854.31,535.45204261,1392640,4163,334,170,0.4180908203125,-0.047543935470457654,0.5245307683944702,0.2,1.4924145936965942,0.0003,1.6855357276275753,1690,-21.801810908317567,-0.02173161506652832,0.050766706
843.91,529.21663038,1400832,4175,335,171,0.23133544921875,-0.024375445963960372,2.528435707092285,0.2,1.4946998357772827,0.0003,4.154908003471792,1700,-21.83552827835083,0.7760811448097229,0.020903185
855.11,536.79520161,1409024,4188,336,172,0.12012939453125,-0.02701937645433645,1.3258955478668213,0.2,1.4983620643615723,0.0003,6.008493853360415,1710,-21.855036664009095,0.8410080075263977,0.012265397
852.86,535.13667195,1417216,4200,337,173,0.24903564453125,-0.03367140256887069,0.6640477180480957,0.2,1.5022934675216675,0.0003,3.5798571769148113,1720,-21.887297689914703,0.7363215684890747,0.02106388
851.74,534.5279290500001,1425408,4212,338,174,0.13819580078125,-0.0285188227891922,4.841557502746582,0.2,1.5091413259506226,0.0003,10.138888486474752,1730,-21.92826759815216,0.8231287002563477,0.011967547
816.67,511.26583016000006,1433600,4225,339,175,0.16505126953125,-0.02895700549488538,1.3936519622802734,0.2,1.5141648054122925,0.0003,9.042950699478387,1740,-21.972388762235642,0.8156495690345764,0.015296097
789.44,493.97774279999993,1441792,4237,340,176,0.1169189453125,-0.026555494011336122,5.581449508666992,0.2,1.5188249349594116,0.0003,14.580809204280376,1750,-22.01440035700798,0.8390332460403442,0.011269997
811.9,508.74840077999994,1449984,4250,341,177,0.12401123046875,-0.028718908236623975,4.0143656730651855,0.2,1.519816279411316,0.0003,11.822025842219592,1760,-22.03881556391716,0.8762141466140747,0.011141285
819.67,513.72193355,1458176,4262,342,178,0.384814453125,-0.03556007052393397,0.48419880867004395,0.2,1.5264333486557007,0.0003,3.225642008334398,1770,-22.06965321302414,0.796323299407959,0.04598444
815.17,511.48487007999995,1466368,4274,343,179,0.249853515625,-0.0289845040992077,1.0421702861785889,0.2,1.532776951789856,0.0003,6.073591988161207,1780,-22.126222747564317,0.8552520275115967,0.02310567
817.79,512.61728972,1474560,4289,343,180,0.32457275390625,-0.032629254725907234,0.3229549527168274,0.2,1.5357929468154907,0.0003,2.944336643628776,1790,-22.148093098402022,0.8209536075592041,0.039494038
823.97,516.3672306000001,1482752,4302,344,181,0.34512939453125,-0.03543303131154971,0.9053164720535278,0.2,1.5392900705337524,0.0003,2.116690227203071,1800,-22.18619986772537,0.9148018956184387,0.036084495
819.49,513.14027939,1490944,4314,345,182,0.18951416015625,-0.029348723165458068,2.4520156383514404,0.2,1.544042944908142,0.0003,7.661191440373659,1810,-22.21194868683815,0.8034760355949402,0.0155111365
822.25,515.3950416600001,1499136,4327,346,183,0.46839599609375,-0.03075946333556203,0.27847009897232056,0.2,1.5530253648757935,0.0003,2.2999575877562166,1820,-22.286425250768662,0.7607072591781616,0.057614572
825.98,518.95338124,1507328,4341,347,184,0.20618896484375,-0.023051178846799303,3.883545398712158,0.2,1.5595604181289673,0.0003,7.555622105300427,1830,-22.326676881313325,0.8426521420478821,0.01210021
