rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,train/explained_variance,train/clip_fraction,train/approx_kl,train/loss,train/n_updates,train/std,train/clip_range,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/entropy_loss
828.98,2029,524,130,1064960,514.61383166,0.8769490122795105,0.17811279296875,0.015890718,1.5752061605453491,1290,1.3097952604293823,0.2,0.0003,7.485645170509815,-0.0313663630404335,-20.23546621799469
828.1,2041,525,131,1073152,514.8016125199999,0.8805943131446838,0.3608154296875,0.03746742,0.6287330985069275,1300,1.3140925168991089,0.2,0.0003,3.1277504853904246,-0.03421159601493855,-20.279888409376145
820.58,2053,526,132,1081344,510.03013044,0.8752994537353516,0.2340087890625,0.020960767,1.8263823986053467,1310,1.3180251121520996,0.2,0.0003,6.027312955260276,-0.030939955420035404,-20.312723392248152
809.87,2065,527,133,1089536,504.56377135,0.8739498257637024,0.1685546875,0.013330638,7.133022308349609,1320,1.3198574781417847,0.2,0.0003,12.807548219710588,-0.03145425870534382,-20.335489410161973
836.62,2078,528,134,1097728,523.00426138,0.8827928304672241,0.1875,0.016699798,2.831303119659424,1330,1.3254884481430054,0.2,0.0003,7.929200751334429,-0.03218080086808186,-20.367430061101913
815.17,2090,528,135,1105920,510.57278156999996,0.8710993528366089,0.2925537109375,0.026341928,1.315885305404663,1340,1.3296642303466797,0.2,0.0003,5.622070598229766,-0.03285254604561487,-20.41430811882019
773.05,2103,529,136,1114112,483.35815097000005,0.8673654794692993,0.20462646484375,0.018451342,3.071720600128174,1350,1.332588791847229,0.2,0.0003,9.176929389312864,-0.03273424895305652,-20.446324253082274
769.88,2116,530,137,1122304,482.07746147,0.8791451454162598,0.15753173828125,0.0135168405,13.103636741638184,1360,1.3372116088867188,0.2,0.0003,16.636484065651892,-0.032432302650704514,-20.473911768198015
782.63,2128,531,138,1130496,490.35569713999996,0.7572782039642334,0.4877685546875,0.06444599,1.4436492919921875,1370,1.3467038869857788,0.2,0.0003,3.4386216729879377,-0.025987001848989166,-20.539210891723634
764.94,2141,531,139,1138688,479.9588522,0.8945969343185425,0.2120849609375,0.015532123,2.8353750705718994,1380,1.3495222330093384,0.2,0.0003,7.045891954749822,-0.03159609530994203,-20.593277537822722
775.37,2153,532,140,1146880,486.9217136000001,0.8900679349899292,0.16229248046875,0.0144099295,3.4364030361175537,1390,1.3531161546707153,0.2,0.0003,7.435545723885298,-0.03210717453039251,-20.62546080350876
785.24,2165,533,141,1155072,493.64648222999995,0.8466086983680725,0.1930908203125,0.019160109,2.5802206993103027,1400,1.3591817617416382,0.2,0.0003,7.225132617354393,-0.03105128882889403,-20.669265872240068
780.43,2177,534,142,1163264,490.5636215300001,0.8003042936325073,0.25714111328125,0.021865508,1.638359785079956,1410,1.3650217056274414,0.2,0.0003,6.508996842429042,-0.03429363129725971,-20.720558393001557
787.71,2190,534,143,1171456,495.7350902299999,0.8781085014343262,0.19102783203125,0.0149837565,3.37092924118042,1420,1.3700413703918457,0.2,0.0003,13.19907125532627,-0.03408475420728792,-20.770112669467927
797.11,2202,535,144,1179648,502.01195213000005,0.8713603019714355,0.25269775390625,0.021579945,2.7827000617980957,1430,1.3739804029464722,0.2,0.0003,8.182546044141054,-0.030605599118280223,-20.803359472751616
806.1,2214,536,145,1187840,508.1054374099999,0.736136794090271,0.437109375,0.05351063,1.1763845682144165,1440,1.3809657096862793,0.2,0.0003,4.1252772733569145,-0.03317433629417792,-20.85758646130562
834.01,2226,537,146,1196032,526.60178227,0.8765918612480164,0.37635498046875,0.05036,1.218286156654358,1450,1.3896740674972534,0.2,0.0003,2.7874990524724126,-0.030222993245115504,-20.923439311981202
832.52,2238,537,147,1204224,525.87213631,0.9385252594947815,0.30203857421875,0.028431784,1.1804461479187012,1460,1.392583966255188,0.2,0.0003,3.6009487222880123,-0.03818584742366511,-20.971736830472945
829.09,2251,538,148,1212416,523.4240535200001,0.8700770139694214,0.18516845703125,0.015757544,1.5288187265396118,1470,1.3971543312072754,0.2,0.0003,7.798239090293646,-0.03118980279978132,-21.00169864296913
842.87,2264,539,149,1220608,531.06785293,0.8749784231185913,0.1886962890625,0.014491073,2.800168991088867,1480,1.4025269746780396,0.2,0.0003,10.766307010501624,-0.03235622856445843,-21.04673976302147
849.95,2276,539,150,1228800,536.1229179000001,0.8306862711906433,0.31546630859375,0.028743107,1.3989996910095215,1490,1.408480167388916,0.2,0.0003,6.962653167545795,-0.03532090243243147,-21.096214771270752
821.52,2289,540,151,1236992,516.73732274,0.7848811149597168,0.43323974609375,0.04766779,1.12522554397583,1500,1.4192250967025757,0.2,0.0003,4.163359113410115,-0.02887908616248751,-21.161107349395753
814.15,2301,541,152,1245184,512.17417208,0.8807979822158813,0.15155029296875,0.013259681,3.754143238067627,1510,1.4227687120437622,0.2,0.0003,9.996523009985685,-0.03176386218183325,-21.221941578388215
830.21,2313,541,153,1253376,523.07078246,0.8924895524978638,0.19852294921875,0.016888851,1.7301812171936035,1520,1.4288073778152466,0.2,0.0003,6.484757345169783,-0.031119553137978075,-21.266391825675964
806.58,2326,542,154,1261568,508.13853574,0.8433266878128052,0.52449951171875,0.07340886,0.16719850897789001,1530,1.4389113187789917,0.2,0.0003,2.0384948326274754,-0.027207618982720304,-21.360235852003097
794.64,2338,542,155,1269760,500.22698088,0.879339873790741,0.18218994140625,0.010983657,4.5753350257873535,1540,1.4430516958236694,0.2,0.0003,7.222727333381772,-0.024197428989282344,-21.388843381404875
775.75,2351,543,156,1277952,487.08664251999994,0.8838370442390442,0.1322509765625,0.012064043,2.8349640369415283,1550,1.4469467401504517,0.2,0.0003,9.721605731546878,-0.028797029143606778,-21.418107610940933
788.44,2363,544,157,1286144,496.0998815399999,0.8752806186676025,0.19393310546875,0.017861202,3.4806056022644043,1560,1.453182339668274,0.2,0.0003,6.9591918282210825,-0.032610182111966424,-21.46913837790489
764.59,2376,544,158,1294336,480.2943515200001,0.8853251934051514,0.16258544921875,0.013959357,3.492387294769287,1570,1.4567092657089233,0.2,0.0003,8.505024296045303,-0.03493690616596723,-21.50554750561714
758.36,2388,545,159,1302528,476.78568619,0.8655363321304321,0.17490234375,0.015770081,4.5403923988342285,1580,1.4625385999679565,0.2,0.0003,9.633911826461553,-0.03406362723690108,-21.544857358932497
751.75,2401,545,160,1310720,472.59755183999994,0.888558566570282,0.2205078125,0.01872294,1.9790292978286743,1590,1.4673019647598267,0.2,0.0003,5.4781319420784715,-0.034461365758033935,-21.59016544818878
757.8,2413,546,161,1318912,476.56178351,0.9045644402503967,0.1982666015625,0.016999336,2.5521442890167236,1600,1.4742532968521118,0.2,0.0003,9.723722043633462,-0.03220417337724939,-21.636152708530425
747.55,2425,547,162,1327104,469.5103750299999,0.8720147609710693,0.18841552734375,0.015289655,5.128875732421875,1610,1.479000449180603,0.2,0.0003,13.688875192403794,-0.03431955261876283,-21.679119449853896
746.63,2437,547,163,1335296,468.34078667999995,0.9033184051513672,0.2469970703125,0.021921314,1.5126678943634033,1620,1.486912727355957,0.2,0.0003,7.7091336764395235,-0.0380859173477802,-21.738074636459352
745.67,2450,548,164,1343488,468.09101845,0.9113184213638306,0.21021728515625,0.018321719,2.6440258026123047,1630,1.4924468994140625,0.2,0.0003,8.39606216698885,-0.0355683987858356,-21.789688044786452
758.38,2462,548,165,1351680,477.00173673999996,0.8851418495178223,0.25382080078125,0.02131365,0.8864601254463196,1640,1.4959162473678589,0.2,0.0003,7.384207032620907,-0.03447399565193336,-21.81399139165878
766.24,2475,549,166,1359872,481.13937121,0.8437308669090271,0.49312744140625,0.05562338,0.8874990344047546,1650,1.5060757398605347,0.2,0.0003,3.5168699461966755,-0.02366625268405187,-21.878635001182555
770.73,2487,549,167,1368064,485.45544215,0.8348001837730408,0.1893798828125,0.015183944,3.077831268310547,1660,1.509322166442871,0.2,0.0003,9.458983136713504,-0.029054973743041047,-21.927374470233918
776.08,2500,550,168,1376256,489.69873151,0.9150221943855286,0.3258544921875,0.03452439,0.9296302795410156,1670,1.5136884450912476,0.2,0.0003,3.7204187562689186,-0.032707624704926275,-21.95899059176445
789.62,2512,550,169,1384448,498.43322161000003,0.8440633416175842,0.18924560546875,0.016204994,2.6916472911834717,1680,1.5178006887435913,0.2,0.0003,7.198121944442391,-0.033349074108627974,-21.986071121692657
801.39,2525,551,170,1392640,507.14110923000015,0.8344178199768066,0.3681640625,0.040760197,0.8254807591438293,1690,1.5287055969238281,0.2,0.0003,3.527794171497226,-0.031677841949567666,-22.05240291953087
798.0,2538,551,171,1400832,505.00130748000004,0.8800815939903259,0.30845947265625,0.028904434,1.4053505659103394,1700,1.5333446264266968,0.2,0.0003,3.848804035782814,-0.032916538629797286,-22.112337547540665
786.95,2551,552,172,1409024,498.09759663999995,0.7255449295043945,0.1841552734375,0.015706414,4.010913848876953,1710,1.5373015403747559,0.2,0.0003,9.640738035738469,-0.030180805374402552,-22.139955121278764
800.17,2563,552,173,1417216,507.03048574,0.8868046998977661,0.1784423828125,0.016991133,2.573291301727295,1720,1.5415769815444946,0.2,0.0003,8.565952530503273,-0.03406882128765574,-22.180831265449523
803.47,2575,553,174,1425408,509.64100004999995,0.8783287405967712,0.229345703125,0.019413974,3.8234217166900635,1730,1.5445538759231567,0.2,0.0003,10.598643638938665,-0.034602128852566236,-22.208243954181672
805.33,2587,553,175,1433600,510.89643226000015,0.81797856092453,0.25230712890625,0.021900376,1.9240517616271973,1740,1.5507044792175293,0.2,0.0003,6.482733675092459,-0.03607732862728881,-22.242385470867156
791.71,2600,554,176,1441792,502.2538561200001,0.7633543610572815,0.3430419921875,0.036396176,0.7671658992767334,1750,1.559933066368103,0.2,0.0003,4.650946681573987,-0.030739735422685044,-22.30673617720604
791.75,2612,555,177,1449984,501.37907501,0.8333947062492371,0.22667236328125,0.017347638,4.891509056091309,1760,1.564305305480957,0.2,0.0003,8.264594650268554,-0.031855880543298555,-22.354972070455553
789.66,2625,555,178,1458176,500.99404975,0.8353153467178345,0.212890625,0.018763714,1.8211641311645508,1770,1.5717343091964722,0.2,0.0003,11.396310070157051,-0.03198303809986101,-22.39655784368515
780.75,2637,555,179,1466368,494.0032571000001,0.7825007438659668,0.3470458984375,0.03612421,2.1871888637542725,1780,1.578033447265625,0.2,0.0003,5.964181436598301,-0.029332273288309806,-22.444435101747512
782.35,2649,556,180,1474560,495.28431069000004,0.7319352030754089,0.41453857421875,0.047297157,1.4431601762771606,1790,1.5850998163223267,0.2,0.0003,3.3670931294560433,-0.03437048358428001,-22.497933477163315
796.39,2662,556,181,1482752,503.97204000000005,0.8736400008201599,0.2747802734375,0.025268547,1.0896413326263428,1800,1.5870407819747925,0.2,0.0003,5.435465518757701,-0.03184801252791658,-22.537360036373137
801.82,2674,557,182,1490944,507.3076802199999,0.8803839087486267,0.3058837890625,0.029257342,2.069763660430908,1810,1.5933241844177246,0.2,0.0003,4.474558328464627,-0.03306222957689897,-22.567984056472778
815.19,2687,557,183,1499136,516.3577220899999,0.8329680562019348,0.21107177734375,0.020478517,1.9131989479064941,1820,1.5984115600585938,0.2,0.0003,6.667346213012934,-0.03033747735171346,-22.60483723282814
817.51,2699,558,184,1507328,517.49301893,0.842400074005127,0.26693115234375,0.023622157,1.7839702367782593,1830,1.6057672500610352,0.2,0.0003,8.460312388837337,-0.03015749342957861,-22.65476617217064
