time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/std,train/n_updates,train/loss,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/learning_rate,train/value_loss,train/approx_kl,train/explained_variance,train/clip_range
1105920,7111,135,810.48,486.8383733799999,155,1.3718690872192383,1340,1.2446643114089966,-0.030237915540055837,-20.797377026081087,0.29019775390625,0.0003,4.190980496630073,0.026041588,0.82240891456604,0.2
1114112,7128,136,813.2,489.09834895,156,1.378822922706604,1350,1.0040348768234253,-0.03491647992777871,-20.847854697704314,0.38607177734375,0.0003,3.189792287349701,0.039746232,0.8578372001647949,0.2
1122304,7146,137,833.0,503.14489289,157,1.384536623954773,1360,1.5778083801269531,-0.031098603503778577,-20.907624351978303,0.32283935546875,0.0003,5.309814271330834,0.030651972,0.8713011741638184,0.2
1130496,7202,138,821.54,497.67144085000007,156,1.3862032890319824,1370,5.563957691192627,-0.03131670396614936,-20.929660016298293,0.17823486328125,0.0003,9.755747993290424,0.0151838325,0.825663149356842,0.2
1138688,7265,139,811.78,492.8592707800001,156,1.3926005363464355,1380,6.3479533195495605,-0.034179734295321396,-20.96367135643959,0.21485595703125,0.0003,9.28665112927556,0.020270377,0.868573784828186,0.2
1146880,7337,140,815.28,496.03130897000005,156,1.3950964212417603,1390,2.099010705947876,-0.02960134122040472,-20.99840044379234,0.2362060546875,0.0003,8.531868992745876,0.018785909,0.8374794721603394,0.2
1155072,7399,141,809.25,492.44092581999996,156,1.4034687280654907,1400,0.9403296709060669,-0.03770996752209612,-21.053818249702452,0.47764892578125,0.0003,2.5984458588063717,0.055352654,0.8018372058868408,0.2
1163264,7480,142,799.28,485.8097084699998,155,1.4082989692687988,1410,2.134099006652832,-0.02959384149435209,-21.110761576890944,0.22952880859375,0.0003,8.934264690428972,0.015588433,0.8406209945678711,0.2
1171456,7517,143,786.57,478.79909178,155,1.4106158018112183,1420,1.5257906913757324,-0.03602771861915244,-21.141311305761338,0.20794677734375,0.0003,4.054270621016622,0.021289546,0.8843117952346802,0.2
1179648,7537,144,798.96,487.50421658000005,156,1.4145150184631348,1430,2.7343733310699463,-0.031221513904893073,-21.16265043616295,0.16795654296875,0.0003,7.132563805580139,0.015077157,0.8902126550674438,0.2
1187840,7560,145,804.43,491.89025832000004,157,1.4258427619934082,1440,0.19431325793266296,-0.044622051812621064,-21.24998013973236,0.5297119140625,0.0003,1.0271724140271545,0.06918025,-0.25588762760162354,0.2
1196032,7614,146,810.98,496.9545987100001,157,1.4366854429244995,1450,0.2220572829246521,-0.03293685811513569,-21.338727641105653,0.37191162109375,0.0003,2.337500574067235,0.03447953,0.8296168446540833,0.2
1204224,7668,147,802.51,491.52359647000003,157,1.4411697387695312,1460,1.2779117822647095,-0.023838902986608446,-21.381784236431123,0.1602294921875,0.0003,3.6308721654117107,0.012982742,0.8387501239776611,0.2
1212416,7717,148,819.01,502.7781697100001,157,1.4434008598327637,1470,4.289207935333252,-0.021341507363831624,-21.409654492139815,0.08258056640625,0.0003,9.632054369151593,0.008067692,0.8815715312957764,0.2
1220608,7765,149,824.39,506.46561347000005,157,1.4484177827835083,1480,0.4419419765472412,-0.041092754684359536,-21.444299858808517,0.35614013671875,0.0003,1.6826912645250558,0.03710646,-0.26630616188049316,0.2
1228800,7855,150,788.73,484.02189166999995,156,1.45260488986969,1490,1.061338186264038,-0.02130794218246592,-21.47875703573227,0.15223388671875,0.0003,4.929043865576387,0.01200131,0.8098131418228149,0.2
1236992,7942,151,814.64,502.02669807,155,1.4550567865371704,1500,3.4293782711029053,-0.022804717250255634,-21.504720002412796,0.0848876953125,0.0003,11.817407380044461,0.0090637095,0.8629387617111206,0.2
1245184,7993,152,804.87,495.49103344,155,1.4598134756088257,1510,0.41184481978416443,-0.03737571826095518,-21.53103670477867,0.31405029296875,0.0003,2.3190600095316767,0.03251069,0.8788512945175171,0.2
1253376,8030,153,818.3,503.68474133,156,1.4626184701919556,1520,9.622842788696289,-0.023654572934901807,-21.56754966378212,0.114306640625,0.0003,13.091140528023242,0.010255241,0.8496848344802856,0.2
1261568,8092,154,808.75,498.04990575000005,155,1.4614211320877075,1530,0.7330981492996216,-0.029636103278244265,-21.57526302933693,0.19954833984375,0.0003,2.9603245824575426,0.01940827,0.8330163359642029,0.2
1269760,8136,155,808.75,498.15982806,156,1.4671977758407593,1540,0.18858200311660767,-0.034110349719412625,-21.611550492048263,0.40830078125,0.0003,2.8180392680689694,0.045865573,0.8094334602355957,0.2
1277952,8176,156,800.81,493.05185412,156,1.472684383392334,1550,0.739474892616272,-0.02549109214451164,-21.639703339338304,0.1869873046875,0.0003,3.31137136798352,0.014162919,0.8592916131019592,0.2
1286144,8220,157,818.67,504.25244592,156,1.4796210527420044,1560,1.4297282695770264,-0.0288618925929768,-21.69406929016113,0.17393798828125,0.0003,4.66629223562777,0.014954908,0.849876880645752,0.2
1294336,8258,158,783.71,481.20025495999994,156,1.4812721014022827,1570,3.5783743858337402,-0.026572506390220952,-21.725684010982512,0.10888671875,0.0003,10.868811727315187,0.010285716,0.8824504017829895,0.2
1302528,8295,159,777.38,477.36716244,157,1.4844309091567993,1580,3.648103713989258,-0.02815751550078858,-21.743275392055512,0.0989501953125,0.0003,10.337403779476881,0.009849284,0.8983805775642395,0.2
1310720,8323,160,772.51,474.36787635,157,1.4845542907714844,1590,5.759585857391357,-0.026440630818979117,-21.756426829099656,0.0951416015625,0.0003,19.042661741375923,0.0095359655,0.8543250560760498,0.2
1318912,8363,161,768.9,472.68550029,157,1.4880841970443726,1600,1.984570026397705,-0.03305155209745862,-21.773935765028,0.237939453125,0.0003,4.3149053014814855,0.023275573,0.850774347782135,0.2
1327104,8406,162,776.48,478.65059732000003,157,1.4925804138183594,1610,6.083119869232178,-0.030351100402185693,-21.809185898303987,0.22808837890625,0.0003,9.72936204150319,0.019658487,0.7453916668891907,0.2
1335296,8456,163,768.71,474.5027429200001,157,1.501771092414856,1620,0.9375218152999878,-0.02793170263103093,-21.85881950855255,0.24775390625,0.0003,4.359076922759414,0.032971915,0.7427564263343811,0.2
1343488,8471,164,769.72,474.18601977,158,1.5088576078414917,1630,3.5502965450286865,-0.029258301557274536,-21.929305386543273,0.1576171875,0.0003,8.958985013514758,0.013249135,0.8323655128479004,0.2
1351680,8485,165,758.94,467.15871287999994,159,1.51570463180542,1640,2.0313453674316406,-0.029815040772155042,-21.98416228890419,0.1630859375,0.0003,10.811087235063315,0.013431569,0.8741064667701721,0.2
1359872,8499,166,757.04,465.43978540999996,159,1.5244979858398438,1650,3.4080867767333984,-0.03348395357461413,-22.050443470478058,0.210546875,0.0003,6.586925845593214,0.017749079,0.8811264038085938,0.2
1368064,8514,167,753.07,463.3737897700001,160,1.5284804105758667,1660,6.974987030029297,-0.03082595310988836,-22.09274626970291,0.16680908203125,0.0003,10.34185445457697,0.015277334,0.8366659879684448,0.2
1376256,8529,168,799.93,493.3076180400001,161,1.5300043821334839,1670,5.182493209838867,-0.03249468324065674,-22.115018767118453,0.173486328125,0.0003,11.61687730178237,0.015135702,0.8857437968254089,0.2
1384448,8543,169,811.46,500.9023642099999,162,1.539802074432373,1680,3.0330703258514404,-0.02730717600134085,-22.159327602386476,0.305419921875,0.0003,8.431482599303127,0.030004378,0.8268983364105225,0.2
1392640,8558,170,805.14,496.91548528000004,162,1.5442646741867065,1690,5.068595886230469,-0.030616418317367788,-22.209045904874802,0.19241943359375,0.0003,10.610701403021812,0.016951516,0.8562558889389038,0.2
1400832,8573,171,807.32,498.3055693199999,163,1.547361969947815,1700,2.2793729305267334,-0.03556763908782159,-22.242326760292052,0.23416748046875,0.0003,10.525564863532782,0.02012381,0.8520943522453308,0.2
1409024,8587,172,793.23,488.4141663099999,164,1.5585637092590332,1710,1.1080098152160645,-0.03301148233367712,-22.327111089229582,0.442822265625,0.0003,2.9293930798769,0.053176034,0.8668721914291382,0.2
1417216,8602,173,820.44,506.3494241299999,164,1.5611320734024048,1720,0.7193968296051025,-0.03316354751732433,-22.358954513072966,0.26639404296875,0.0003,3.979828791320324,0.022499204,0.926151692867279,0.2
1425408,8619,174,825.75,510.2524547199999,165,1.5658901929855347,1730,1.0983171463012695,-0.028404150471396862,-22.383566159009934,0.34857177734375,0.0003,3.6689699448645117,0.03709785,0.8558174967765808,0.2
1433600,8634,175,830.43,513.1028212100001,166,1.5761038064956665,1740,0.1888166069984436,-0.03232746516441694,-22.463175731897355,0.4635986328125,0.0003,1.4955908492207528,0.0531901,0.792917013168335,0.2
1441792,8659,176,828.37,512.66320697,166,1.5832687616348267,1750,1.565154790878296,-0.03192297040586709,-22.512480163574217,0.22431640625,0.0003,3.2607174180448055,0.024091873,0.8646324872970581,0.2
1449984,8703,177,812.47,502.84324920000006,166,1.5874319076538086,1760,0.6456709504127502,-0.024550949539843714,-22.54910939335823,0.1392333984375,0.0003,5.561135144531727,0.014057388,0.864785373210907,0.2
1458176,8745,178,812.35,502.7509460899999,166,1.592899203300476,1770,2.2403697967529297,-0.026089082992984913,-22.585164374113084,0.13175048828125,0.0003,11.235562454164029,0.010701962,0.8394457101821899,0.2
1466368,8762,179,827.49,512.8619461599999,167,1.5967878103256226,1780,2.4318490028381348,-0.02916159629021422,-22.624347740411757,0.154931640625,0.0003,6.818345554545521,0.014835846,0.8477022647857666,0.2
1474560,8777,180,805.54,497.7280760699999,167,1.604067325592041,1790,0.8399273157119751,-0.026173167886008743,-22.665002989768983,0.31934814453125,0.0003,5.301792739331722,0.04057566,0.8378459215164185,0.2
1482752,8791,181,804.63,497.35444431,168,1.6095558404922485,1800,4.898209571838379,-0.02753814553434495,-22.711482441425325,0.14859619140625,0.0003,12.966577678918839,0.012955385,0.8904609084129333,0.2
1490944,8806,182,816.45,504.88687345000005,169,1.6139556169509888,1810,3.064424753189087,-0.029635379767569248,-22.74653854370117,0.153369140625,0.0003,10.320966700464487,0.016414408,0.844035267829895,0.2
1499136,8821,183,816.44,504.90990135999994,169,1.62249755859375,1820,0.24946516752243042,-0.035915955084055894,-22.80316118001938,0.37659912109375,0.0003,1.9823694122955202,0.043909613,0.7983894348144531,0.2
1507328,8845,184,800.02,494.02404147,170,1.6319338083267212,1830,0.23775005340576172,-0.028456228363211267,-22.8664326608181,0.421142578125,0.0003,1.9386739181354642,0.04895808,0.7852451801300049,0.2
