time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,train/loss,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/value_loss,train/entropy_loss,train/learning_rate,train/std
868352,747.26,1879,462,106,434.22738001,6.072159767150879,0.2,0.8906904458999634,-0.03695687487415853,1050,0.017168349,0.197216796875,9.525818634778261,-19.334623861312867,0.0003,1.2146960496902466
876544,742.87,1891,463,107,431.24131533,4.140685081481934,0.2,0.8585881590843201,-0.037701317382743585,1060,0.019219117,0.22279052734375,9.108314192295074,-19.35991051197052,0.0003,1.2167274951934814
884736,745.02,1904,464,108,434.77663928000004,3.2452340126037598,0.2,0.8714637756347656,-0.03958905643085018,1070,0.028645754,0.30977783203125,5.773853474482894,-19.391010493040085,0.0003,1.2195379734039307
892928,765.18,1917,465,109,448.6964808300001,1.8699822425842285,0.2,0.8503404855728149,-0.037858490154030734,1080,0.0224002,0.27869873046875,6.376380169391632,-19.40876716375351,0.0003,1.2222479581832886
901120,789.55,1930,466,110,464.17383645999996,2.3554391860961914,0.2,0.9049475789070129,-0.04182343089923961,1090,0.02718655,0.29488525390625,4.71018266864121,-19.456821209192277,0.0003,1.2258381843566895
909312,783.42,1943,467,111,462.38246441,0.5975680947303772,0.2,0.7453145384788513,-0.041121803702480975,1100,0.056302004,0.4736328125,2.536348683387041,-19.47755293250084,0.0003,1.2287755012512207
917504,793.95,1955,469,112,470.5629785899999,0.8402284383773804,0.2,0.9237310886383057,-0.03833712682608166,1110,0.020500353,0.2409423828125,3.8981738574802876,-19.487942177057267,0.0003,1.2286715507507324
925696,789.21,1967,470,113,468.39009604000006,2.138174057006836,0.2,0.9169376492500305,-0.03439744797506137,1120,0.024932366,0.26614990234375,4.697261440381408,-19.503324389457703,0.0003,1.2313553094863892
933888,797.0,1980,471,114,474.92472796000004,0.6286171674728394,0.2,0.7467752695083618,-0.03333216453866043,1130,0.02609217,0.281787109375,3.5739500153809787,-19.54900593161583,0.0003,1.2366422414779663
942080,820.3,1993,472,115,490.22335698999996,3.134342670440674,0.2,0.8755550384521484,-0.034671178633288946,1140,0.01630842,0.1846923828125,7.564028590917587,-19.570860755443572,0.0003,1.2379709482192993
950272,821.44,2006,473,116,492.96196577999996,0.8751251101493835,0.2,0.8487209677696228,-0.03726335080500576,1150,0.028198622,0.28118896484375,3.50210793428123,-19.590172839164733,0.0003,1.2394062280654907
958464,818.3,2019,474,117,494.3341923700001,3.7047152519226074,0.2,0.8491795659065247,-0.031003877637704135,1160,0.024131289,0.25841064453125,7.148529696464538,-19.611950314044954,0.0003,1.2414966821670532
966656,821.94,2031,475,118,497.37238328,2.134523868560791,0.2,0.8876252174377441,-0.03398478824092308,1170,0.03265673,0.34881591796875,4.311919482797384,-19.643765300512314,0.0003,1.2458219528198242
974848,834.7,2044,476,119,506.98467572000004,2.216510534286499,0.2,0.8385390043258667,-0.02733291603726684,1180,0.032569125,0.30701904296875,5.140689764544367,-19.693094712495803,0.0003,1.2527066469192505
983040,823.51,2056,477,120,501.37964844000004,0.600230872631073,0.2,0.8458386659622192,-0.03530186111529474,1190,0.05868034,0.49091796875,1.9729532768949867,-19.793988782167435,0.0003,1.2615842819213867
991232,823.12,2069,479,121,502.5973362900001,1.4716026782989502,0.2,0.8579702973365784,-0.02856458842434222,1200,0.015247276,0.1851318359375,7.585497004538775,-19.81970277428627,0.0003,1.2643767595291138
999424,834.09,2081,480,122,510.515071,0.7740201950073242,0.2,0.8561086654663086,-0.03276537061319686,1210,0.019577105,0.23145751953125,4.06072297655046,-19.848015755414963,0.0003,1.2685309648513794
1007616,831.6,2094,481,123,510.11982742999993,1.7677557468414307,0.2,0.897124171257019,-0.03118237977978424,1220,0.017903697,0.18070068359375,4.2341910596936945,-19.887726294994355,0.0003,1.2721627950668335
1015808,805.38,2107,481,124,494.60026116000006,1.5566706657409668,0.2,0.8620055913925171,-0.031950351720297476,1230,0.017963104,0.21356201171875,4.871060256659985,-19.913972252607344,0.0003,1.2739192247390747
1024000,799.68,2120,482,125,491.75004587999996,3.3682520389556885,0.2,0.8843532204627991,-0.03182516833039699,1240,0.013293987,0.163525390625,9.51292394772172,-19.935075485706328,0.0003,1.2764885425567627
1032192,802.8,2133,483,126,494.265968,1.3107362985610962,0.2,0.8532487154006958,-0.03305427017476177,1250,0.021814026,0.2341064453125,4.890921836718917,-19.964795231819153,0.0003,1.2800394296646118
1040384,788.85,2146,484,127,485.94842478999993,1.278782844543457,0.2,0.905852198600769,-0.03415130652138032,1260,0.019594029,0.244091796875,5.919402404129505,-19.999209982156753,0.0003,1.2833222150802612
1048576,789.24,2159,485,128,487.26120853,0.6953526139259338,0.2,0.850555956363678,-0.03550133266253397,1270,0.032752637,0.31409912109375,4.655894188210368,-20.04556298851967,0.0003,1.2890387773513794
1056768,771.5,2171,486,129,476.40095708,1.8670843839645386,0.2,0.8756163120269775,-0.030667597784122334,1280,0.030229691,0.3355712890625,3.877252929657698,-20.13520078063011,0.0003,1.3006267547607422
1064960,766.01,2184,487,130,473.31903596000006,3.620675563812256,0.2,0.8973620533943176,-0.034507314432266865,1290,0.01723608,0.22254638671875,7.662252950668335,-20.20929647088051,0.0003,1.3060239553451538
1073152,739.77,2197,488,131,456.72945734,2.447197198867798,0.2,0.9093652367591858,-0.035046393667289524,1300,0.021516316,0.26070556640625,6.393652261421084,-20.23537496328354,0.0003,1.3092976808547974
1081344,739.53,2209,489,132,456.82499291000005,3.830392837524414,0.2,0.8676737546920776,-0.03235821806374588,1310,0.014305841,0.1845703125,13.069894775003196,-20.27608314752579,0.0003,1.3132966756820679
1089536,766.82,2222,490,133,473.8758615000001,1.3597813844680786,0.2,0.8735217452049255,-0.03492549994080037,1320,0.030368328,0.28165283203125,6.073334224149585,-20.315971273183823,0.0003,1.318658471107483
1097728,798.26,2234,491,134,494.17209377000006,0.6176745891571045,0.2,0.7819018363952637,-0.03485360062040854,1330,0.048597176,0.452197265625,3.2808203976601362,-20.398674565553666,0.0003,1.3288835287094116
1105920,808.53,2247,492,135,501.41991105,0.6773481369018555,0.2,0.7943567633628845,-0.0289381609607517,1340,0.044126403,0.3622314453125,2.6727844841778277,-20.469282871484758,0.0003,1.335951805114746
1114112,820.43,2261,492,136,509.5715250600001,0.008803129196166992,0.2,0.9208554029464722,-0.05255494340526638,1350,0.06306127,0.534130859375,0.8669032918289303,-20.54182516336441,0.0003,1.3411178588867188
1122304,837.44,2274,493,137,520.5676291200001,1.3734467029571533,0.2,0.8254926800727844,-0.021162534708128077,1360,0.010612839,0.183984375,4.113917931169271,-20.547366374731062,0.0003,1.342580795288086
1130496,830.74,2287,494,138,516.1832325500001,0.5304277539253235,0.2,0.7440710663795471,-0.02962635276853689,1370,0.017289799,0.17301025390625,3.077894730120897,-20.568386435508728,0.0003,1.345430850982666
1138688,853.25,2299,495,139,530.0784384299999,2.4418814182281494,0.2,0.8572909832000732,-0.02485006587667158,1380,0.010365038,0.11156005859375,5.843002796173096,-20.585754078626632,0.0003,1.3482240438461304
1146880,877.2,2312,495,140,546.56874782,1.9057869911193848,0.2,0.8512515425682068,-0.03145932225088473,1390,0.016301583,0.18555908203125,3.5518273591995237,-20.605842733383177,0.0003,1.3492226600646973
1155072,883.82,2324,496,141,551.0400882299999,0.07385286688804626,0.2,0.7678141593933105,-0.05223546576744411,1400,0.0500689,0.43670654296875,0.8813678245991469,-20.64866660833359,0.0003,1.3551850318908691
1163264,890.58,2337,497,142,556.32209266,1.946001410484314,0.2,0.8590632677078247,-0.021853547313367017,1410,0.010804665,0.1478759765625,4.01374843493104,-20.685501432418825,0.0003,1.3598886728286743
1171456,874.9,2349,498,143,546.8197824200001,0.942404568195343,0.2,0.8676807284355164,-0.023214453456239424,1420,0.014723416,0.1862548828125,5.04349025376141,-20.71981469988823,0.0003,1.3622756004333496
1179648,878.5,2362,499,144,549.36025691,1.6726341247558594,0.2,0.868929386138916,-0.024431604664277982,1430,0.011556421,0.1213623046875,6.957555168122053,-20.738208490610123,0.0003,1.3649462461471558
1187840,883.16,2374,500,145,554.09438442,0.4752156734466553,0.2,0.8916593790054321,-0.029314250727838952,1440,0.032752324,0.28197021484375,2.31568343937397,-20.77628509402275,0.0003,1.3711050748825073
1196032,883.16,2387,500,146,554.70335626,0.4681640863418579,0.2,0.7511313557624817,-0.029759509002178674,1450,0.030261673,0.30126953125,2.052822425030172,-20.813618969917297,0.0003,1.373826026916504
1204224,880.07,2400,501,147,552.87481746,0.1216823160648346,0.2,0.4923275113105774,-0.06054695770872058,1460,0.05568762,0.4898193359375,0.8479847880080342,-20.828665083646776,0.0003,1.3730573654174805
1212416,856.45,2413,502,148,536.9671490999999,1.184440016746521,0.2,0.8115932941436768,-0.021227898867073235,1470,0.011107528,0.128857421875,3.8470944955945017,-20.835222494602203,0.0003,1.3760910034179688
1220608,842.04,2425,503,149,528.65468425,2.501567840576172,0.2,0.8758240938186646,-0.020764526714629028,1480,0.008930638,0.0779296875,8.231979501992464,-20.85903201699257,0.0003,1.37891685962677
1228800,807.33,2438,503,150,505.73568342,7.787737846374512,0.2,0.8882067203521729,-0.026485693376889684,1490,0.011964843,0.1261962890625,6.484601913765073,-20.887100064754485,0.0003,1.3819007873535156
1236992,795.64,2450,504,151,498.53390991,8.21288013458252,0.2,0.8910566568374634,-0.022559982040547766,1500,0.008900664,0.08138427734375,11.757156020402908,-20.914022392034532,0.0003,1.38516104221344
1245184,801.2,2463,505,152,502.23748808,2.850325345993042,0.2,0.8243441581726074,-0.02438207494924427,1510,0.010567245,0.1095947265625,12.02723761498928,-20.94011659026146,0.0003,1.3875595331192017
